psfMag_r	fiberMag_r	fiber2Mag_r	petroMag_r	deVMag_r	expMag_r	modelMag_r	cModelMag_r	class
17.9337	17.99527	18.59788	17.02239	16.95114	17.16935	16.9511	16.95114	b'GALAXY'
20.74689	20.72651	21.32539	19.59901	19.63837	20.06162	19.63837	19.63837	b'GALAXY'
18.11469	18.13684	18.75575	16.71665	16.65875	17.04042	16.65879	16.65875	b'GALAXY'
21.7289	21.48058	22.15059	20.43951	20.05235	20.53095	20.05235	20.26279	b'GALAXY'
22.14343	21.94813	22.61827	18.83125	19.38562	20.43727	19.38562	19.38562	b'GALAXY'
21.81415	21.87635	22.4429	21.48259	21.36275	21.41658	21.41658	21.4135	b'GALAXY'
19.27543	18.77527	19.59997	17.9088	17.66732	18.03531	17.66721	17.78341	b'GALAXY'
20.0246	19.69766	20.43308	17.78909	17.11952	17.70553	17.70553	17.70553	b'GALAXY'
20.86408	21.15513	21.64011	20.91079	20.84157	20.84132	20.84157	20.84157	b'STAR'
22.19576	22.1847	22.77302	21.41961	21.20612	21.44146	21.20612	21.24433	b'GALAXY'
19.87091	19.63502	20.35103	17.76621	17.37135	17.89311	17.89311	17.7495	b'GALAXY'
21.55091	21.44733	22.0583	20.60064	20.44649	20.7483	20.44648	20.5523	b'GALAXY'
21.78396	21.79287	22.37634	20.91265	20.80451	21.1629	20.80451	20.80451	b'GALAXY'
21.08436	21.01983	21.64873	19.66635	19.68567	20.16647	19.68567	19.68567	b'GALAXY'
22.43469	22.38332	22.97832	21.34801	21.32881	21.64074	21.32881	21.32881	b'GALAXY'
21.96797	22.08511	22.6343	21.1157	21.29694	21.55794	21.29693	21.29694	b'GALAXY'
14.76053	15.07035	15.5521	14.79969	14.74838	14.7485	14.74838	14.74838	b'STAR'
18.18447	18.4952	18.98025	18.22359	18.17195	18.17207	18.17195	18.17195	b'STAR'
18.58552	18.58673	19.19653	17.64977	17.57859	17.85185	17.57859	17.57859	b'GALAXY'
17.23542	17.5545	18.02726	17.29643	17.24579	17.24584	17.24579	17.24579	b'STAR'
19.56806	19.13183	19.90821	17.23916	16.65813	17.16147	17.16147	17.16147	b'GALAXY'
19.15309	19.06212	19.68887	17.72855	17.6242	18.0802	17.6242	17.6242	b'GALAXY'
22.47953	22.35544	22.97546	21.94205	21.57035	21.74604	21.74604	21.68046	b'GALAXY'
18.44275	18.50515	19.07366	17.8503	17.81846	17.96132	17.81845	17.81846	b'GALAXY'
18.00947	18.32532	18.79867	18.06145	18.01497	18.01506	18.01497	18.01497	b'STAR'
19.36022	18.913	19.6435	17.52921	17.14164	17.52736	17.52735	17.52736	b'GALAXY'
18.0675	17.96853	18.59985	16.69175	16.57572	16.94434	16.57571	16.57572	b'GALAXY'
21.18421	21.23025	21.80294	20.75099	20.63583	20.7436	20.63583	20.65233	b'GALAXY'
21.42589	21.47042	22.04284	20.96717	20.81945	20.91656	20.81945	20.81945	b'GALAXY'
18.54729	18.41084	19.0712	16.6117	16.46959	16.75249	16.46959	16.51702	b'GALAXY'
21.51525	21.58872	22.1461	20.9965	20.99471	21.14098	20.99471	20.99471	b'GALAXY'
18.08456	17.89546	18.57268	16.47482	16.27781	16.55125	16.27785	16.38318	b'GALAXY'
16.2201	16.53643	17.01252	16.27249	16.22512	16.22509	16.22509	16.22509	b'STAR'
20.98874	21.30407	21.7795	20.79501	20.9347	20.93844	20.93471	20.93526	b'STAR'
16.87758	17.18673	17.66951	16.92353	16.87473	16.87465	16.87465	16.87465	b'STAR'
16.19162	16.49949	16.98094	16.231	16.18153	16.18156	16.18156	16.18156	b'STAR'
16.57592	16.88979	17.365	16.63023	16.58038	16.58032	16.58032	16.58032	b'STAR'
21.21263	21.18446	21.78188	20.25837	20.30408	20.6308	20.30408	20.30408	b'GALAXY'
18.85406	18.69032	19.35478	17.40235	17.16667	17.52847	17.16662	17.27584	b'GALAXY'
16.54772	16.85869	17.33519	16.59457	16.54983	16.5499	16.54983	16.54983	b'STAR'
17.1576	17.46943	17.94553	17.20585	17.16115	17.16105	17.16105	17.16105	b'STAR'
19.13046	18.9409	19.59753	17.71794	17.46424	17.82774	17.46421	17.58709	b'GALAXY'
21.32525	21.78713	22.19876	21.6765	21.3549	21.35324	21.35324	21.35324	b'STAR'
18.97727	19.27661	19.75854	19.00687	18.95971	18.95977	18.95977	18.95977	b'STAR'
17.8484	18.15942	18.64013	17.89315	17.84488	17.84461	17.84488	17.84488	b'STAR'
18.39943	18.30738	18.93137	17.23926	17.14349	17.45649	17.14349	17.14739	b'GALAXY'
17.27883	17.25878	17.86513	15.94028	15.99671	16.38671	15.99671	15.99671	b'GALAXY'
19.29099	19.17331	19.82327	17.52226	17.19519	17.63479	17.19519	17.34137	b'GALAXY'
16.70289	16.99222	17.45368	16.75204	16.702	16.70133	16.702	16.702	b'STAR'
17.89735	18.18656	18.64522	17.95131	17.89904	17.89739	17.89904	17.89904	b'STAR'
18.97267	18.96156	19.54655	18.09562	18.01921	18.3241	18.0192	18.01921	b'GALAXY'
18.09805	18.39272	18.85748	18.1454	18.09346	18.0936	18.09359	18.0936	b'STAR'
19.22816	19.01101	19.66464	17.82047	17.66808	18.14362	17.66804	17.66808	b'GALAXY'
16.64605	16.55828	17.18621	15.08918	15.00942	15.34505	15.00942	15.00942	b'GALAXY'
19.395	19.36593	19.96156	18.37919	18.30614	18.65111	18.30614	18.30614	b'GALAXY'
18.90242	19.2121	19.68213	18.94975	18.90869	18.90888	18.90869	18.90869	b'STAR'
19.98614	20.04378	20.59815	19.53331	19.45356	19.58078	19.45356	19.47226	b'GALAXY'
19.26782	19.23883	19.83627	18.29271	18.2421	18.55738	18.2421	18.2421	b'GALAXY'
19.33797	19.26019	19.88148	18.48529	18.29248	18.50661	18.50661	18.42057	b'GALAXY'
19.45264	19.76834	20.23323	19.53492	19.45879	19.46002	19.46002	19.46002	b'STAR'
19.69969	20.00184	20.46413	19.77152	19.70608	19.70582	19.70608	19.70608	b'STAR'
21.92885	21.95237	22.53279	20.80626	20.67708	21.22956	20.67708	20.71602	b'GALAXY'
20.13322	20.14652	20.72066	19.53948	19.40071	19.59832	19.4008	19.43891	b'GALAXY'
18.08429	18.39012	18.86151	18.14423	18.08714	18.08733	18.08714	18.08714	b'STAR'
17.99101	18.29584	18.7673	18.04115	17.9907	17.99104	17.99104	17.99104	b'STAR'
19.55213	19.64099	20.15689	19.6165	19.5545	19.55524	19.55524	19.5546	b'STAR'
16.64061	16.86892	17.3628	16.57884	16.53994	16.54344	16.53993	16.5403	b'STAR'
17.48005	17.79949	18.26827	17.55621	17.50369	17.50409	17.50369	17.50369	b'STAR'
21.47154	21.49824	22.05211	20.83045	20.87189	21.08529	20.87189	20.87189	b'GALAXY'
21.03988	20.7368	21.31779	20.78821	20.73727	20.79148	20.73727	20.74224	b'GALAXY'
20.19797	20.49614	20.95713	20.15524	20.19807	20.19793	20.19807	20.19807	b'STAR'
21.50251	21.81925	22.27703	21.68089	21.49251	21.47938	21.49251	21.49203	b'GALAXY'
20.55365	20.29616	20.97459	19.37357	18.9131	19.32897	19.32897	19.32897	b'GALAXY'
20.59202	20.61577	21.16691	20.21744	20.06304	20.17767	20.17767	20.17767	b'GALAXY'
20.42853	20.18544	20.85495	19.2923	18.90036	19.27464	19.27464	19.27464	b'GALAXY'
20.85958	20.67129	21.32621	19.17813	19.04581	19.56187	19.0458	19.1275	b'GALAXY'
20.72091	20.50204	21.15747	19.74805	19.43619	19.70398	19.70398	19.70398	b'GALAXY'
22.43315	22.19694	22.84654	19.76204	19.58118	20.5127	19.58118	19.58118	b'GALAXY'
21.73269	21.94416	22.42854	21.69145	21.57651	21.5965	21.5965	21.58175	b'STAR'
22.23244	22.26467	22.82331	21.88847	21.67317	21.76093	21.76093	21.73726	b'GALAXY'
15.79101	16.08679	16.55173	15.84236	15.79463	15.79484	15.79463	15.79463	b'STAR'
19.17117	19.46839	19.93468	19.25972	19.17546	19.17565	19.17546	19.17546	b'STAR'
15.92918	16.22615	16.69401	15.97945	15.93037	15.93041	15.93041	15.93041	b'STAR'
17.34839	17.63433	18.09866	17.37749	17.33773	17.33755	17.33773	17.33773	b'STAR'
19.92645	19.82694	20.43707	18.99624	18.73802	19.06028	18.73802	18.81278	b'GALAXY'
20.16978	19.99348	20.65241	19.09847	18.80212	19.11216	19.11216	19.10761	b'GALAXY'
22.90304	22.8144	23.39384	22.59342	22.52534	22.58806	22.58806	22.58806	b'GALAXY'
17.38118	17.6703	18.13332	17.42737	17.38299	17.38326	17.383	17.38299	b'STAR'
19.96702	19.75067	20.4146	18.69351	18.4026	18.79929	18.79929	18.68461	b'GALAXY'
19.07199	19.3646	19.83789	19.11045	19.0555	19.05515	19.0555	19.0555	b'STAR'
17.4512	17.73604	18.19991	17.49326	17.44519	17.44558	17.44558	17.44538	b'STAR'
17.43587	17.73722	18.20962	17.48454	17.43622	17.43607	17.43622	17.43622	b'STAR'
17.78434	18.08274	18.55414	17.83395	17.78331	17.78325	17.78331	17.78331	b'STAR'
18.73997	18.7708	19.33976	18.02518	17.95141	18.2004	17.95141	17.95141	b'GALAXY'
16.77708	17.07504	17.5505	16.8165	16.76745	16.76749	16.76749	16.76749	b'STAR'
18.87318	19.15299	19.63011	18.92186	18.86382	18.86349	18.86349	18.86349	b'STAR'
19.33545	19.62955	20.10511	19.37008	19.32224	19.32083	19.32224	19.32224	b'STAR'
19.23919	19.18789	19.79037	18.2402	18.16578	18.48939	18.16578	18.17009	b'GALAXY'
17.65553	17.55886	18.19958	16.163	16.05093	16.46356	16.05094	16.05406	b'GALAXY'
19.82211	19.93098	20.47465	19.49754	19.43353	19.50868	19.43353	19.44638	b'GALAXY'
20.10902	19.98959	20.60688	19.2698	19.05408	19.3068	19.30679	19.26068	b'GALAXY'
19.17206	19.12311	19.72123	18.38781	18.24492	18.4654	18.24492	18.2977	b'GALAXY'
19.96008	19.64016	20.35965	17.56907	17.10252	17.70731	17.70731	17.46018	b'GALAXY'
20.62718	20.63687	21.20758	20.10515	20.05484	20.16804	20.05484	20.07174	b'GALAXY'
20.50693	20.42234	21.03037	19.68168	19.58612	19.79667	19.58612	19.65432	b'GALAXY'
20.21533	20.50119	20.96383	20.29133	20.21272	20.2181	20.21272	20.21272	b'STAR'
20.18457	19.9763	20.60848	19.27436	19.07271	19.34136	19.34134	19.21091	b'GALAXY'
20.74373	21.02067	21.48267	20.77318	20.70528	20.70605	20.70605	20.70605	b'STAR'
20.2989	20.62893	21.07274	20.38837	20.3077	20.30763	20.3077	20.3077	b'STAR'
20.33159	20.05244	20.75932	18.68624	18.19678	18.63779	18.63779	18.62775	b'GALAXY'
21.72693	21.64093	22.25224	20.78415	20.54612	20.94658	20.54606	20.65764	b'GALAXY'
21.63155	21.68171	22.23591	21.15665	21.0916	21.19143	21.19143	21.12818	b'GALAXY'
21.26826	21.56842	22.03922	21.34606	21.25185	21.25189	21.25189	21.25189	b'GALAXY'
21.99174	21.89755	22.51403	20.82084	20.47523	20.94982	20.47523	20.6213	b'GALAXY'
21.59505	21.63119	22.19782	21.08705	20.95052	21.13143	20.95052	20.98191	b'GALAXY'
22.11621	22.51243	22.95115	22.30046	22.14579	22.14503	22.14503	22.14503	b'STAR'
22.99713	22.81913	23.46665	21.54965	20.76207	21.38328	21.38328	21.38328	b'GALAXY'
21.68099	21.70791	22.27387	21.01895	20.95144	21.17869	20.95142	20.95144	b'GALAXY'
16.95386	17.23292	17.69542	16.9884	16.94439	16.94362	16.94362	16.94362	b'STAR'
18.8449	18.79105	19.39474	17.61311	17.6307	18.01374	17.6307	17.6307	b'GALAXY'
16.76952	17.07173	17.53939	16.82769	16.78028	16.7802	16.7802	16.7802	b'STAR'
16.27377	16.57557	17.04372	16.32828	16.28134	16.28113	16.28134	16.28134	b'STAR'
22.51143	22.43535	22.97566	21.89342	22.04605	22.21137	22.04605	22.04605	b'GALAXY'
21.40171	21.42071	21.98667	20.5465	20.60568	20.89298	20.60568	20.60568	b'GALAXY'
19.41977	19.42018	20.00249	18.76833	18.65359	18.82835	18.65359	18.66428	b'GALAXY'
19.31962	19.30319	19.89225	18.38792	18.34596	18.67211	18.34596	18.34596	b'GALAXY'
19.08571	18.97182	19.59633	18.05553	17.88637	18.18251	17.88638	17.9863	b'GALAXY'
18.96002	18.89114	19.50434	17.78128	17.70024	18.05569	17.70022	17.70024	b'GALAXY'
17.63143	17.92419	18.3953	17.67413	17.62409	17.62434	17.62409	17.62409	b'STAR'
17.68662	17.99652	18.46936	17.74096	17.68807	17.68823	17.68823	17.68823	b'STAR'
17.72131	18.01646	18.48276	17.76857	17.72303	17.72317	17.72303	17.72303	b'STAR'
20.22219	20.21665	20.80222	19.40654	19.35066	19.60664	19.35052	19.35066	b'GALAXY'
22.31397	21.91406	22.61105	21.49439	21.40344	21.65145	21.65145	21.59712	b'GALAXY'
19.28802	19.23656	19.82837	18.15891	18.33681	18.64228	18.33681	18.33681	b'GALAXY'
20.08369	19.85593	20.52926	18.90616	18.54471	18.90911	18.90911	18.87159	b'GALAXY'
20.1334	20.005	20.64265	18.86805	18.66662	19.09386	18.66662	18.76565	b'GALAXY'
19.55474	19.35567	20.02713	17.98866	17.63436	18.087	17.6344	17.85202	b'GALAXY'
20.03631	19.77439	20.45343	18.82098	18.4581	18.8019	18.80186	18.8019	b'GALAXY'
19.52856	19.45026	20.06081	18.51547	18.40653	18.72295	18.40653	18.42308	b'GALAXY'
20.27418	20.37025	20.91591	19.89791	19.82694	19.9441	19.82694	19.83777	b'GALAXY'
20.68758	20.82654	21.34693	20.44052	20.39417	20.42503	20.39417	20.39708	b'STAR'
20.05132	20.18012	20.72204	19.59193	19.58338	19.73296	19.58338	19.58338	b'STAR'
20.24498	20.0002	20.70417	18.18536	17.7216	18.26146	18.26146	18.14802	b'GALAXY'
20.61732	20.43274	21.07505	19.84413	19.50858	19.77034	19.77032	19.77034	b'GALAXY'
21.10152	21.18664	21.74092	20.54152	20.54359	20.73785	20.54359	20.54359	b'GALAXY'
20.69416	20.98533	21.44	20.75833	20.68268	20.6836	20.68267	20.68268	b'STAR'
16.21687	16.5431	17.02744	16.25484	16.20465	16.20486	16.20486	16.20473	b'STAR'
21.98155	22.03166	22.59359	21.11831	21.20848	21.5113	21.20848	21.20848	b'GALAXY'
17.57778	17.91046	18.39674	17.62785	17.57982	17.57982	17.57982	17.57982	b'STAR'
18.33002	18.28235	18.9159	16.7356	16.58635	16.90691	16.58635	16.59899	b'GALAXY'
20.00435	19.80387	20.44937	18.57274	18.53923	18.98753	18.53923	18.64142	b'GALAXY'
21.81106	21.62157	22.25064	21.05472	21.11237	21.3743	21.11237	21.11237	b'GALAXY'
15.6991	16.0241	16.5112	15.73243	15.68175	15.68185	15.68185	15.68185	b'STAR'
21.04541	21.21996	21.75788	20.63935	20.71892	20.83434	20.71889	20.71892	b'GALAXY'
21.14434	21.25771	21.80841	20.44787	20.54131	20.80965	20.54115	20.54131	b'GALAXY'
14.5541	14.8834	15.36916	14.59672	14.54296	14.54309	14.54309	14.54309	b'STAR'
18.91479	19.21846	19.70674	18.97087	18.89849	18.89871	18.8987	18.89871	b'STAR'
17.37813	17.70714	18.19634	17.44021	17.38715	17.38753	17.38715	17.38715	b'STAR'
14.22632	14.57254	15.05245	14.29786	14.24056	14.24055	14.24055	14.24055	b'STAR'
17.11775	17.44945	17.93175	17.1643	17.11585	17.11586	17.11585	17.11585	b'STAR'
20.0739	20.07758	20.69177	20.14267	20.05783	20.05748	20.05749	20.05748	b'GALAXY'
21.04883	21.07869	21.67557	19.92	20.06931	20.43694	20.06932	20.06931	b'GALAXY'
21.28588	21.34324	21.94034	20.41568	20.28608	20.53945	20.28608	20.28608	b'GALAXY'
22.72313	22.98944	23.43795	22.54511	22.42716	22.47491	22.42716	22.42716	b'STAR'
21.78378	21.71232	22.31446	20.75116	20.77998	21.12744	20.77998	20.87191	b'GALAXY'
16.96759	17.31895	17.79692	17.04369	16.98786	16.98791	16.98786	16.98786	b'STAR'
20.72293	21.07094	21.5432	20.5808	20.70411	20.70926	20.70411	20.70414	b'STAR'
20.06111	20.4047	20.88851	20.11319	20.06524	20.06471	20.06524	20.0652	b'STAR'
19.31163	19.08022	19.78291	17.37855	16.95173	17.39468	17.39467	17.34675	b'GALAXY'
21.2673	21.4852	21.96222	21.41292	21.25274	21.25154	21.25153	21.25154	b'STAR'
21.72347	21.58901	22.24204	20.47219	20.17663	20.57098	20.57108	20.47114	b'GALAXY'
17.46912	17.34375	17.99628	16.346	16.21477	16.39737	16.39736	16.28582	b'GALAXY'
21.57031	21.90718	22.37738	21.64295	21.45724	21.48162	21.45724	21.45724	b'STAR'
17.33874	17.6633	18.14849	17.38521	17.32858	17.32867	17.32858	17.32858	b'STAR'
16.74389	17.06943	17.55481	16.78819	16.73598	16.7361	16.73598	16.73598	b'STAR'
15.08936	15.4186	15.90325	15.14089	15.08682	15.08671	15.08671	15.08671	b'STAR'
17.68237	18.01564	18.49785	17.74322	17.68358	17.68363	17.68363	17.68363	b'STAR'
17.64207	17.97066	18.45561	17.69212	17.63878	17.63878	17.63878	17.63878	b'STAR'
18.60843	18.93736	19.42336	18.65563	18.60933	18.60792	18.60933	18.60921	b'STAR'
20.50119	20.83949	21.31301	20.59575	20.49387	20.49377	20.4938	20.49377	b'STAR'
20.08777	20.40931	20.90226	20.08746	20.08161	20.0816	20.08161	20.08161	b'STAR'
20.91864	20.97149	21.53125	20.65302	20.6406	20.69537	20.6406	20.64085	b'GALAXY'
21.36788	21.45279	22.04383	20.54807	20.5789	20.79645	20.57915	20.5789	b'STAR'
18.94083	19.27219	19.7574	18.99017	18.93	18.93006	18.93	18.93	b'STAR'
21.59229	21.70184	22.25013	21.04501	21.07805	21.23495	21.07805	21.07805	b'GALAXY'
14.83934	15.17691	15.66089	14.89279	14.84691	14.847	14.84691	14.84692	b'STAR'
14.99112	15.3403	15.82024	15.06411	15.01576	15.01594	15.01576	15.01576	b'STAR'
16.16832	16.50366	16.98642	16.22108	16.17485	16.17502	16.17485	16.17485	b'STAR'
17.27499	17.60115	18.08619	17.31512	17.2698	17.26994	17.2698	17.2698	b'STAR'
19.93858	19.79276	20.42719	18.38768	18.61986	19.07888	18.61981	18.61986	b'GALAXY'
18.55346	18.35828	19.04157	16.94897	16.66078	16.98989	16.98989	16.82352	b'GALAXY'
20.06862	20.3839	20.87157	20.07833	20.03711	20.03874	20.03711	20.03711	b'STAR'
19.08763	18.76775	19.49769	17.10346	16.65417	17.09063	17.09057	17.05205	b'GALAXY'
17.65659	17.77668	18.34109	17.09934	17.09176	17.25964	17.09176	17.09176	b'GALAXY'
18.23264	18.53754	19.02788	18.23758	18.20106	18.20146	18.20106	18.20106	b'STAR'
18.57241	18.4532	19.09233	17.37599	17.20459	17.47407	17.2045	17.25928	b'GALAXY'
21.06114	21.18328	21.74456	20.46529	20.48715	20.71786	20.48715	20.48715	b'GALAXY'
21.8913	21.96174	22.54562	21.07645	20.99682	21.24963	20.99682	20.99682	b'GALAXY'
17.65988	17.59318	18.2277	16.69462	16.56635	16.7319	16.56635	16.61869	b'GALAXY'
16.73292	17.07033	17.55204	16.78622	16.73363	16.73376	16.73376	16.73376	b'STAR'
15.93164	16.21452	16.72045	15.88144	15.83237	15.83587	15.83237	15.83306	b'STAR'
18.89495	18.61934	19.34687	16.91986	16.499	16.89919	16.89918	16.87734	b'GALAXY'
19.23444	19.57648	20.05242	19.3102	19.23667	19.23647	19.23647	19.23647	b'STAR'
18.97688	18.74041	19.42841	17.80816	17.53994	17.76556	17.76555	17.76556	b'GALAXY'
16.55146	16.89338	17.37899	16.62618	16.56434	16.56444	16.56434	16.56434	b'STAR'
17.17617	17.52293	18.00677	17.23388	17.17449	17.17448	17.17448	17.17448	b'STAR'
19.30838	19.09734	19.81482	17.36133	16.90939	17.35313	17.3531	17.27688	b'GALAXY'
17.3166	17.6586	18.14569	17.36663	17.313	17.31297	17.313	17.313	b'STAR'
19.28058	19.62914	20.10956	19.3379	19.28467	19.28386	19.28386	19.28386	b'STAR'
21.21317	21.56753	22.04767	21.07304	21.17454	21.16969	21.16969	21.16969	b'STAR'
21.70833	21.96291	22.47214	21.51808	21.54452	21.61167	21.54452	21.55675	b'STAR'
21.134	21.29272	21.85903	20.77149	20.70179	20.81908	20.70171	20.70179	b'GALAXY'
17.07086	17.39405	17.88424	17.09014	17.04546	17.04605	17.04547	17.04546	b'STAR'
17.04892	17.39302	17.87796	17.09803	17.04563	17.04569	17.04563	17.04563	b'STAR'
15.27067	15.59605	16.07739	15.31467	15.25825	15.25828	15.25825	15.25825	b'STAR'
18.62644	18.976	19.45888	18.68676	18.63507	18.63398	18.63398	18.63398	b'STAR'
18.62419	18.97489	19.45747	18.67068	18.6311	18.63083	18.6311	18.6311	b'STAR'
18.0064	17.96435	18.58698	17.04507	16.91914	17.15525	16.91911	16.94122	b'GALAXY'
18.58329	18.58967	19.212	17.30737	17.27677	17.6477	17.27677	17.27677	b'GALAXY'
19.88028	20.21415	20.70339	19.91517	19.87665	19.87695	19.87665	19.87665	b'STAR'
18.56217	18.36816	19.0568	16.57063	16.31238	16.63815	16.31238	16.45912	b'GALAXY'
21.10129	21.37681	21.87463	21.19305	21.01241	21.01641	21.01647	21.01641	b'STAR'
21.59352	21.9387	22.41087	21.40316	21.53642	21.52516	21.52513	21.52516	b'STAR'
20.96501	20.99889	21.60655	20.2632	20.04488	20.30176	20.04512	20.04658	b'GALAXY'
21.45087	21.51752	22.10949	20.52593	20.62197	20.94471	20.62196	20.62197	b'GALAXY'
20.12985	20.48757	20.9602	20.22372	20.13375	20.1339	20.13374	20.13375	b'STAR'
18.1743	17.88985	18.60942	15.98295	15.68534	15.98702	15.98704	15.90675	b'GALAXY'
21.53063	21.42623	22.09047	20.18671	19.79239	20.17797	19.79239	19.89573	b'GALAXY'
21.964	22.45197	22.84964	22.3022	21.8525	21.89428	21.85257	21.8525	b'GALAXY'
17.51769	17.84399	18.33255	17.55185	17.50574	17.50597	17.50574	17.50574	b'STAR'
17.88818	18.23829	18.7209	17.96026	17.90515	17.90513	17.90515	17.90515	b'STAR'
14.50706	14.86633	15.34695	14.59439	14.54356	14.54355	14.54357	14.54356	b'STAR'
20.01205	20.34665	20.83073	20.06304	20.00171	20.00183	20.00183	20.00183	b'STAR'
17.91799	18.24817	18.73153	17.97243	17.92439	17.92429	17.92439	17.92439	b'STAR'
17.84737	17.40953	18.16181	14.7173	14.49996	15.05051	14.49996	14.68201	b'GALAXY'
15.30496	15.65485	16.13713	15.37429	15.31923	15.31932	15.31923	15.31923	b'STAR'
17.38711	17.72413	18.20955	17.43547	17.38323	17.3832	17.38323	17.38323	b'STAR'
17.00659	17.34315	17.82696	17.05971	17.00208	17.00198	17.00208	17.00207	b'STAR'
19.03438	18.72102	19.42091	17.63195	17.30231	17.63266	17.63266	17.60783	b'GALAXY'
15.63186	15.96716	16.45403	15.68129	15.62702	15.62696	15.62703	15.62702	b'STAR'
17.89316	18.234	18.71692	17.95699	17.89491	17.8949	17.8949	17.8949	b'STAR'
19.63487	19.97249	20.46229	19.67047	19.63858	19.63859	19.63857	19.63858	b'STAR'
18.30582	18.26064	18.88325	17.25588	17.1615	17.45063	17.1615	17.1615	b'GALAXY'
18.18626	18.16956	18.78577	17.07197	17.04636	17.35541	17.04637	17.04636	b'GALAXY'
18.4098	18.7494	19.2331	18.46704	18.40869	18.40842	18.40842	18.40842	b'STAR'
21.51081	21.44856	22.05071	20.41137	20.46008	20.81297	20.46008	20.47766	b'GALAXY'
21.10708	21.08924	21.67018	20.51595	20.39875	20.54713	20.54713	20.50468	b'GALAXY'
21.34469	21.32878	21.93889	20.70393	20.41483	20.65232	20.41447	20.50294	b'GALAXY'
17.51734	17.81446	18.28576	17.55743	17.5221	17.52209	17.52209	17.52209	b'STAR'
18.6165	18.39806	19.07948	16.5536	16.17516	16.61513	16.61513	16.42326	b'GALAXY'
18.76649	18.66733	19.29464	17.37655	17.24295	17.63443	17.24295	17.24295	b'GALAXY'
18.40324	18.37694	18.9746	17.43734	17.36055	17.63959	17.36058	17.36055	b'GALAXY'
21.98081	21.95814	22.53064	21.33386	21.2044	21.42712	21.2044	21.2214	b'GALAXY'
22.0589	22.23215	22.73891	21.95374	21.85163	21.88418	21.85163	21.85163	b'GALAXY'
21.9735	21.76841	22.4309	20.99125	20.69889	20.95045	20.95049	20.95045	b'GALAXY'
18.89684	18.54367	19.27408	17.04785	16.67831	17.0563	17.05624	17.01988	b'GALAXY'
19.63877	19.17339	19.92401	17.09706	16.5521	17.1473	17.1473	17.02681	b'GALAXY'
19.34374	18.89905	19.6443	17.22764	16.74071	17.19378	17.19378	17.18843	b'GALAXY'
17.77201	17.74736	18.34251	16.91806	16.84982	17.118	16.8498	16.84982	b'GALAXY'
21.53013	21.62677	22.16832	21.23901	21.19156	21.23945	21.19156	21.20195	b'GALAXY'
19.82209	20.14972	20.63459	19.89599	19.82533	19.82543	19.82545	19.82543	b'STAR'
18.20686	18.01612	18.6356	16.90547	16.8305	17.19279	16.8305	16.8305	b'GALAXY'
18.5016	18.83121	19.3101	18.58502	18.51079	18.51102	18.51106	18.51102	b'STAR'
19.34876	18.69928	19.4335	17.24546	16.77868	17.25232	17.25237	17.24758	b'GALAXY'
17.64888	17.31656	17.97014	15.45251	15.44484	15.91202	15.44484	15.44484	b'GALAXY'
18.88406	18.63229	19.26028	17.66087	17.53326	17.8808	17.53321	17.55994	b'GALAXY'
19.4312	19.07564	19.74918	17.5186	17.23084	17.72464	17.23085	17.30338	b'GALAXY'
20.76056	20.48293	21.14086	19.28519	18.94743	19.39999	18.94772	19.01588	b'GALAXY'
20.1266	20.05741	20.6671	19.26531	19.108	19.34463	19.10799	19.15518	b'GALAXY'
21.51959	21.60356	22.14464	21.16723	20.99016	21.17281	20.99016	21.00592	b'GALAXY'
21.10489	21.07475	21.67834	20.14534	20.07196	20.34846	20.072	20.07196	b'GALAXY'
20.25254	20.16459	20.79111	19.12427	18.9935	19.32681	18.99346	19.01445	b'GALAXY'
21.14805	21.08365	21.69259	20.16092	20.06708	20.36583	20.06708	20.06708	b'GALAXY'
21.24308	21.18552	21.78317	20.25081	20.19502	20.50387	20.19502	20.19502	b'GALAXY'
18.49257	18.28892	18.9087	17.2697	17.18785	17.54069	17.18778	17.18785	b'GALAXY'
18.86885	18.56781	19.23039	17.27114	17.06808	17.45747	17.06816	17.19081	b'GALAXY'
17.59596	17.9146	18.39465	17.65826	17.59899	17.59898	17.59898	17.59898	b'STAR'
18.45465	18.32314	18.93189	17.57033	17.4629	17.66906	17.4629	17.49771	b'GALAXY'
18.45719	17.99939	18.71774	16.35222	16.01671	16.4308	16.4308	16.27146	b'GALAXY'
18.09391	17.71768	18.38738	16.27747	16.09108	16.46071	16.09108	16.18172	b'GALAXY'
18.28535	18.11976	18.74283	17.02243	16.93435	17.29601	16.93436	16.93435	b'GALAXY'
18.64864	18.56629	19.15964	17.79562	17.7417	17.94288	17.74169	17.7417	b'GALAXY'
17.86448	17.11448	17.90197	17.69976	17.67679	17.70683	17.67679	17.67679	b'STAR'
17.44787	17.28457	18.01506	15.2665	15.06511	15.48423	15.06507	15.22492	b'GALAXY'
16.85606	16.625	17.26787	15.12736	15.06128	15.32184	15.0617	15.07146	b'GALAXY'
17.86291	17.8996	18.52416	16.70123	16.59679	16.91227	16.59679	16.59679	b'GALAXY'
19.38962	19.50433	20.10551	19.44604	19.39243	19.39253	19.39242	19.39243	b'STAR'
18.18053	17.86251	18.62112	16.3108	16.00395	16.34107	16.34107	16.3227	b'GALAXY'
17.99077	17.82878	18.46528	16.40027	16.29897	16.66694	16.29904	16.29897	b'GALAXY'
