psfMag_r	fiberMag_r	fiber2Mag_r	petroMag_r	deVMag_r	expMag_r	modelMag_r	cModelMag_r	class
16.20237	16.52228	17.00029	16.26885	16.22139	16.2214	16.2214	16.2214	b'STAR'
17.73492	18.02284	18.50716	17.75722	17.71487	17.71509	17.71487	17.71487	b'STAR'
21.2921	21.30477	21.84974	20.9714	20.85318	20.8725	20.8725	20.8725	b'GALAXY'
18.85387	18.79608	19.40015	17.81676	17.75331	18.05337	17.75331	17.75331	b'GALAXY'
17.98229	17.97261	18.60678	16.71699	16.58577	16.93563	16.58576	16.58881	b'GALAXY'
18.50739	18.59133	19.17488	17.58352	17.59076	17.90132	17.59077	17.59076	b'GALAXY'
21.87841	22.059	22.5816	21.52083	21.2033	21.48859	21.2033	21.2033	b'GALAXY'
20.71982	20.75169	21.3543	19.75339	19.64225	19.99933	19.64224	19.64225	b'GALAXY'
21.04849	21.16835	21.71423	20.82798	20.71696	20.73513	20.73518	20.73513	b'GALAXY'
21.38778	21.48705	22.05992	20.81372	20.67667	20.96651	20.67667	20.67667	b'GALAXY'
19.17601	19.1016	19.77338	17.32318	16.89381	17.41564	16.8938	17.14713	b'GALAXY'
19.24427	19.54031	20.01464	19.22979	19.22963	19.23033	19.22962	19.22963	b'GALAXY'
20.82936	20.07769	20.82699	18.50714	17.98299	18.52784	17.98285	18.25835	b'GALAXY'
17.66848	17.89279	18.39865	17.54791	17.51539	17.5281	17.51539	17.51539	b'STAR'
21.31192	21.30714	21.81014	21.51591	21.31398	21.31428	21.31398	21.31398	b'STAR'
21.82948	21.85843	22.4846	20.64575	20.58647	20.82598	20.58647	20.67024	b'GALAXY'
20.79331	20.80756	21.41262	19.89072	19.8406	20.09495	19.8406	19.85955	b'GALAXY'
20.49737	20.52894	21.13675	19.53876	19.44302	19.77612	19.44302	19.44302	b'GALAXY'
20.49452	20.35761	21.02692	19.17065	18.87368	19.36039	19.36039	19.13083	b'GALAXY'
21.14492	21.27398	21.82715	20.32643	20.59907	20.82964	20.59907	20.63815	b'GALAXY'
18.938	18.99847	19.58167	18.18309	18.12865	18.37519	18.12865	18.12865	b'GALAXY'
21.02407	21.28466	21.77154	20.84884	20.93798	20.96206	20.93798	20.93798	b'STAR'
18.20469	18.19309	18.81601	17.01407	16.88145	17.24057	16.88146	16.88145	b'GALAXY'
17.95168	17.85028	18.51061	15.2305	14.98941	15.30764	14.98941	15.0607	b'GALAXY'
17.40461	17.70823	18.16476	17.45905	17.4176	17.41841	17.41841	17.41841	b'STAR'
22.35321	22.2958	22.90082	21.4201	21.30645	21.66864	21.30645	21.39614	b'GALAXY'
21.33333	21.29622	21.93872	20.44017	20.19351	20.46454	20.46454	20.39709	b'GALAXY'
21.69655	21.74183	22.32651	21.00352	20.97121	21.16393	21.16393	21.05664	b'GALAXY'
17.09031	17.39887	17.87281	17.13132	17.08527	17.08525	17.08525	17.08525	b'STAR'
19.50171	19.2851	20.00519	17.50796	17.06587	17.48298	17.48298	17.48298	b'GALAXY'
18.71025	18.58105	19.26902	17.25084	16.95597	17.34044	17.34044	17.19686	b'GALAXY'
19.71409	19.71536	20.33056	18.53013	18.49582	18.9081	18.49582	18.49582	b'GALAXY'
21.14778	21.25877	21.82713	20.63665	20.50445	20.68384	20.50445	20.50445	b'GALAXY'
19.00413	18.79278	19.51013	17.7355	17.38467	17.69729	17.69728	17.69729	b'GALAXY'
21.40123	21.6598	22.13035	21.51801	21.37952	21.37663	21.37663	21.37663	b'GALAXY'
20.95543	21.20522	21.71258	20.24771	20.53954	20.87716	20.53915	20.70185	b'STAR'
20.77298	20.9556	21.48979	20.57775	20.48289	20.54881	20.48289	20.48289	b'GALAXY'
21.15663	21.2936	21.83219	20.80687	20.7603	20.87533	20.76041	20.7603	b'GALAXY'
19.87206	19.94443	20.52866	19.01666	19.05501	19.34257	19.05501	19.05501	b'GALAXY'
19.62317	19.40837	20.13907	17.67845	17.13956	17.64264	17.64263	17.62882	b'GALAXY'
18.845	18.894	19.50024	17.85763	17.78615	18.09103	17.78614	17.78615	b'GALAXY'
18.81035	18.64549	19.35219	17.4618	17.15284	17.45987	17.45988	17.4573	b'GALAXY'
21.58793	21.57721	22.20036	20.88027	20.70015	20.83702	20.83709	20.83702	b'GALAXY'
18.16334	18.24439	18.82171	17.50708	17.47113	17.65642	17.47113	17.47113	b'GALAXY'
19.22584	19.18655	19.86742	17.15396	16.87237	17.42491	16.87237	17.02501	b'GALAXY'
19.71213	19.76807	20.3789	18.83999	18.76355	19.04146	18.76355	18.77625	b'GALAXY'
17.52081	17.84568	18.3177	17.57775	17.52568	17.52486	17.52486	17.5253	b'STAR'
20.28956	20.05527	20.79495	17.75101	16.99372	17.72453	17.72453	17.59163	b'GALAXY'
22.153	22.23716	22.81902	20.86532	20.73377	21.13976	20.73373	20.73377	b'GALAXY'
18.87267	18.89613	19.52336	17.56995	17.53675	17.9504	17.53677	17.53675	b'GALAXY'
22.22092	22.22375	22.82153	21.32224	21.14669	21.56115	21.14662	21.14669	b'GALAXY'
21.67998	21.71804	22.3089	20.99963	20.77551	20.96576	20.77551	20.77757	b'GALAXY'
21.41812	21.71706	22.19761	21.46291	21.3622	21.37557	21.3622	21.3622	b'STAR'
21.10695	21.47626	21.9201	21.22982	21.1237	21.12154	21.1237	21.1237	b'STAR'
18.35939	18.23212	18.93026	16.13116	15.77088	16.22759	16.22759	16.01774	b'GALAXY'
18.53142	18.58376	19.1742	17.79022	17.71412	17.89458	17.71412	17.72162	b'GALAXY'
18.53054	18.52943	19.15949	17.22737	17.06089	17.4459	17.06089	17.06916	b'GALAXY'
19.40748	19.67987	20.16555	19.34262	19.36238	19.36686	19.36238	19.36238	b'STAR'
18.47889	18.48807	19.10332	17.31414	17.25666	17.6235	17.25669	17.25666	b'GALAXY'
18.35735	18.42322	19.01492	17.52451	17.48504	17.73193	17.48505	17.48504	b'GALAXY'
21.75353	21.78058	22.36444	21.149	20.94916	21.15529	21.15529	21.05217	b'GALAXY'
18.71554	18.65382	19.32209	17.31722	17.06622	17.33227	17.33227	17.24302	b'GALAXY'
18.57912	18.42486	19.14841	16.43737	16.10503	16.56951	16.10495	16.34424	b'GALAXY'
18.0735	17.93828	18.64442	16.27326	15.99685	16.27961	16.2796	16.22474	b'GALAXY'
20.32153	20.38855	20.97748	19.67966	19.61474	19.78458	19.61473	19.62787	b'GALAXY'
19.00087	18.78226	19.52387	17.33402	16.91551	17.3241	17.3241	17.3241	b'GALAXY'
16.72208	16.67638	17.32266	15.09063	14.98272	15.37301	14.98272	14.98272	b'GALAXY'
17.31313	17.34549	17.95949	16.10016	16.02696	16.38091	16.02695	16.02696	b'GALAXY'
21.12306	21.18944	21.76715	20.44677	20.4323	20.65878	20.4323	20.50551	b'GALAXY'
21.31881	21.45214	22.00947	20.55579	20.50172	20.86602	20.50172	20.50172	b'GALAXY'
20.91276	20.98989	21.5557	20.61919	20.47472	20.51125	20.51121	20.51125	b'GALAXY'
18.24376	18.2415	18.8664	16.94835	16.90303	17.28962	16.90309	16.90303	b'GALAXY'
17.60115	17.91122	18.37729	17.65545	17.61009	17.61	17.61009	17.61009	b'STAR'
21.45422	21.65532	22.18217	21.16145	21.1528	21.26875	21.1528	21.1528	b'GALAXY'
21.78193	21.52793	22.20035	21.51666	21.4203	21.51916	21.4203	21.4203	b'GALAXY'
21.61876	21.71139	22.28498	20.999	21.05918	21.16364	21.05918	21.08169	b'GALAXY'
18.31064	18.2397	18.89795	16.28565	16.03989	16.47618	16.03997	16.092	b'GALAXY'
20.56773	20.81954	21.30551	20.56236	20.52333	20.52956	20.52324	20.52333	b'STAR'
19.60598	19.30885	20.08004	16.81176	16.14956	16.74443	16.74443	16.74443	b'GALAXY'
21.15389	21.2113	21.81859	20.3123	20.15249	20.40222	20.15249	20.17922	b'GALAXY'
21.49804	21.48276	22.08799	20.86491	20.55771	20.79487	20.79487	20.79487	b'GALAXY'
21.29619	21.6109	22.05211	21.43459	21.31494	21.31474	21.31494	21.31494	b'STAR'
18.33841	18.31837	18.95595	16.97126	16.93111	17.34466	16.93111	16.93111	b'GALAXY'
18.45237	18.5327	19.12022	17.68212	17.61174	17.84633	17.61174	17.61174	b'GALAXY'
21.72947	21.83399	22.41915	20.68577	20.69003	20.95813	20.68988	20.71814	b'GALAXY'
21.96792	22.05158	22.59968	21.4863	21.46506	21.52965	21.52965	21.51403	b'GALAXY'
21.12857	21.21855	21.79977	20.46492	20.36632	20.61125	20.36632	20.38414	b'GALAXY'
21.24811	21.3999	21.95838	20.79955	20.75445	20.85891	20.75428	20.75445	b'STAR'
19.89034	19.98109	20.57149	18.96962	18.89745	19.20538	18.89745	18.89745	b'GALAXY'
21.89934	21.56495	22.34795	20.47658	19.93202	20.33865	20.33865	20.33865	b'GALAXY'
18.39431	18.39441	19.01871	17.22407	17.13719	17.50036	17.13718	17.13719	b'GALAXY'
15.94044	16.23844	16.70732	15.96935	15.92653	15.92661	15.92653	15.92653	b'STAR'
18.29804	18.29426	18.92137	16.85885	16.84813	17.25646	16.84814	16.84813	b'GALAXY'
18.37416	18.36519	18.98902	17.00829	16.8703	17.29849	16.87027	16.8703	b'GALAXY'
18.65901	18.967	19.43623	18.70676	18.6568	18.65686	18.6568	18.6568	b'STAR'
18.41325	18.71209	19.18299	18.45739	18.4111	18.4111	18.41109	18.4111	b'STAR'
18.01678	18.32417	18.78744	18.07517	18.019	18.01897	18.01897	18.01897	b'STAR'
21.9583	21.95441	22.53764	21.29775	21.09569	21.36111	21.36111	21.2196	b'GALAXY'
20.9664	21.15331	21.66803	20.69951	20.80993	20.86273	20.80993	20.81375	b'STAR'
19.61027	19.65229	20.25445	18.50556	18.49777	18.88155	18.49777	18.49777	b'GALAXY'
20.60556	20.57387	21.20288	19.54247	19.38765	19.72734	19.38777	19.4361	b'GALAXY'
20.56429	20.48681	21.11669	19.35439	19.2903	19.68278	19.2903	19.2903	b'GALAXY'
19.07004	18.97535	19.61416	17.82672	17.75602	18.12539	17.756	17.75602	b'GALAXY'
19.44909	19.79464	20.27214	19.53386	19.45116	19.45094	19.45117	19.45116	b'STAR'
20.32817	20.60583	21.08101	20.33454	20.31524	20.31632	20.31524	20.31524	b'STAR'
20.51979	20.47212	21.11225	19.2719	19.19808	19.57128	19.19808	19.19808	b'GALAXY'
17.48563	17.8142	18.30811	17.50193	17.46466	17.46458	17.46466	17.46466	b'STAR'
16.48653	16.61307	17.16512	16.18943	16.19014	16.17117	16.17117	16.17117	b'STAR'
17.9563	18.01575	18.61355	17.02021	17.0307	17.31352	17.03068	17.0307	b'GALAXY'
18.10742	18.05075	18.69732	16.6854	16.55955	16.94648	16.55955	16.55955	b'GALAXY'
19.39045	19.00569	19.76628	16.79384	16.3196	16.80736	16.80736	16.72265	b'GALAXY'
16.89517	17.25034	17.73299	16.93147	16.89116	16.89115	16.89116	16.89116	b'STAR'
17.80865	17.62029	18.26365	16.43215	16.2964	16.64947	16.29639	16.30995	b'GALAXY'
18.29296	18.14569	18.74442	17.84815	17.7632	17.95889	17.7632	17.76619	b'GALAXY'
19.44418	19.10127	19.80931	17.27574	16.82486	17.38482	17.38482	17.15201	b'GALAXY'
17.67265	17.5238	18.16275	16.00825	15.85511	16.20628	15.8551	15.86542	b'GALAXY'
17.74027	17.84507	18.46897	16.63239	16.53519	16.81147	16.53521	16.53519	b'GALAXY'
19.6092	19.38179	20.07435	16.35914	15.58938	16.27731	16.27731	16.19825	b'GALAXY'
18.79126	19.14135	19.60836	18.86908	18.79166	18.79161	18.79167	18.79166	b'STAR'
18.71759	19.03538	19.50035	18.76734	18.72438	18.72418	18.72418	18.72418	b'STAR'
19.55601	19.65623	20.25597	18.65373	18.58991	18.89429	18.58992	18.58991	b'GALAXY'
19.81816	19.75519	20.45745	17.76324	17.15206	17.70749	17.70749	17.66448	b'GALAXY'
18.3731	18.55416	19.17285	17.61193	17.54625	17.76896	17.54627	17.55712	b'GALAXY'
19.84155	19.44691	20.18573	17.99837	17.59572	18.02699	18.027	17.99281	b'GALAXY'
19.19268	19.0305	19.71881	17.18742	17.25656	17.71393	17.71393	17.50934	b'GALAXY'
20.16843	20.35449	20.97029	19.51995	19.4022	19.55337	19.55337	19.45241	b'GALAXY'
18.23839	18.40294	19.01145	17.28476	17.20789	17.49631	17.20792	17.20789	b'GALAXY'
18.78787	18.92479	19.53427	17.96963	17.90141	18.14269	17.90135	17.91598	b'GALAXY'
20.78812	20.85354	21.49164	20.10982	19.91354	20.11551	20.11551	20.11551	b'GALAXY'
21.16737	21.33999	21.88907	20.6904	20.66644	20.83671	20.66644	20.66644	b'GALAXY'
17.71873	18.03002	18.49761	17.75461	17.70654	17.7066	17.7066	17.7066	b'STAR'
16.63142	16.94781	17.40954	16.69131	16.63588	16.63581	16.63581	16.63581	b'STAR'
21.81515	21.81947	22.44208	21.44613	21.0432	21.19431	21.19431	21.19431	b'GALAXY'
18.00094	18.30831	18.7662	18.07875	18.00779	18.0079	18.0079	18.0079	b'STAR'
21.47902	21.5383	22.14215	20.79784	20.63206	20.81617	20.81617	20.81617	b'GALAXY'
20.05299	20.17306	20.7515	19.53851	19.43732	19.62614	19.43731	19.46289	b'GALAXY'
16.1682	16.48517	16.93997	16.23002	16.17793	16.17792	16.17792	16.17792	b'STAR'
17.71671	18.02655	18.48543	17.75661	17.7167	17.71601	17.71601	17.71646	b'STAR'
18.21556	18.53156	18.98494	18.2858	18.21998	18.22	18.22	18.22	b'STAR'
17.99968	18.31336	18.78112	18.04797	17.99554	17.99544	17.99544	17.99544	b'STAR'
17.37941	17.68433	18.1464	17.42024	17.37001	17.36978	17.37001	17.37	b'STAR'
18.21641	18.53598	19.00841	18.27623	18.22774	18.22783	18.22774	18.22774	b'STAR'
20.20588	20.41166	20.88175	20.27291	20.21544	20.21538	20.21538	20.21538	b'STAR'
22.13537	22.26869	22.85929	20.9394	20.37838	20.87264	20.37833	20.59575	b'GALAXY'
18.74949	19.05275	19.50722	18.81071	18.75067	18.75044	18.75063	18.75067	b'STAR'
18.06828	18.3694	18.83029	18.09698	18.05494	18.05549	18.05502	18.05494	b'STAR'
19.92876	19.98455	20.58026	19.23709	19.14777	19.35525	19.14772	19.1841	b'GALAXY'
20.66702	20.75356	21.21614	20.87948	20.68344	20.6836	20.6836	20.6836	b'STAR'
16.12702	16.43589	16.89872	16.17202	16.12187	16.12189	16.12189	16.12187	b'STAR'
21.29221	21.43207	22.00515	20.66611	20.63465	20.81473	20.63465	20.68901	b'GALAXY'
20.81572	20.8966	21.48344	20.04998	20.0471	20.27123	20.0471	20.0471	b'GALAXY'
21.21529	21.24596	21.86857	20.4315	20.3958	20.59167	20.3958	20.42269	b'GALAXY'
16.35274	16.66742	17.12722	16.40775	16.35913	16.35903	16.35913	16.35913	b'STAR'
17.73764	18.06329	18.52582	17.7948	17.74463	17.74454	17.74463	17.74463	b'STAR'
20.1896	20.28971	20.86873	19.55084	19.42007	19.61917	19.42007	19.47607	b'GALAXY'
21.4231	21.56414	22.13484	21.19819	21.13112	21.1623	21.13112	21.13161	b'GALAXY'
17.68445	17.98259	18.44507	17.71053	17.66667	17.66678	17.66678	17.66678	b'STAR'
17.95474	18.27314	18.74104	18.01214	17.95148	17.9514	17.9514	17.9514	b'STAR'
16.35466	16.66729	17.12613	16.40328	16.35572	16.35578	16.35578	16.35578	b'STAR'
17.81472	18.12188	18.57863	17.84693	17.80859	17.80836	17.80836	17.80836	b'STAR'
19.28723	19.34564	19.95016	18.03133	18.05343	18.5048	18.05334	18.05343	b'GALAXY'
18.13922	18.15451	18.75136	17.10512	17.10476	17.40604	17.10475	17.10476	b'GALAXY'
22.20969	22.19246	22.81316	21.84524	21.17747	21.43019	21.43018	21.43019	b'GALAXY'
17.17963	17.49793	17.95112	17.24178	17.18712	17.18713	17.18721	17.18712	b'STAR'
17.97524	18.28322	18.74328	18.02697	17.96942	17.96871	17.96871	17.96871	b'STAR'
17.30739	17.62858	18.09394	17.36369	17.30669	17.30661	17.30661	17.30661	b'STAR'
20.69419	20.97325	21.45082	20.72185	20.64555	20.64364	20.64364	20.64364	b'STAR'
18.21373	18.52039	18.98588	18.23545	18.20329	18.20333	18.20333	18.20333	b'STAR'
18.07141	18.13558	18.74736	16.87103	16.82586	17.19898	16.82587	16.82586	b'GALAXY'
17.40418	17.72165	18.18361	17.45509	17.40692	17.40675	17.40675	17.40675	b'STAR'
18.27084	18.57328	19.04337	18.32811	18.26764	18.26777	18.26764	18.26764	b'STAR'
17.34778	17.65299	18.12304	17.38525	17.33382	17.3338	17.3338	17.3338	b'STAR'
17.91419	18.21936	18.67268	17.96845	17.91345	17.91375	17.91345	17.91345	b'STAR'
16.54198	16.84856	17.30911	16.59569	16.54159	16.5414	16.54158	16.54159	b'STAR'
18.21131	18.50494	18.95817	18.26995	18.21542	18.21494	18.21494	18.21494	b'STAR'
17.67685	17.97688	18.43039	17.72086	17.67372	17.67381	17.67373	17.67372	b'STAR'
17.97238	18.28416	18.74317	18.02023	17.97334	17.97218	17.97218	17.97218	b'STAR'
16.17387	16.47027	16.92728	16.2107	16.16301	16.16286	16.16286	16.16286	b'STAR'
17.84831	18.1448	18.6095	17.91974	17.85144	17.85148	17.85148	17.85148	b'STAR'
17.30996	17.6058	18.05537	17.35489	17.30801	17.30808	17.30808	17.30808	b'STAR'
17.68912	17.36245	18.09405	13.83135	13.53402	13.88219	13.88219	13.74788	b'GALAXY'
17.97683	18.28041	18.723	18.03149	17.98335	17.98367	17.98367	17.98367	b'STAR'
17.99969	18.30211	18.756	18.05898	18.00032	18.00034	18.00038	18.00032	b'STAR'
17.83249	18.14233	18.59833	17.89759	17.83966	17.83964	17.83964	17.83964	b'STAR'
17.75039	18.04725	18.49041	17.83489	17.768	17.76807	17.76806	17.768	b'STAR'
17.10993	17.42486	17.88329	17.16555	17.11365	17.11362	17.11364	17.11365	b'STAR'
17.68336	17.98095	18.43962	17.72699	17.67434	17.67444	17.67435	17.67434	b'STAR'
17.00184	17.28876	17.75948	17.00356	16.96642	16.96798	16.96642	16.96642	b'STAR'
19.9146	19.89348	20.50027	19.08348	19.01857	19.2879	19.01857	19.01857	b'GALAXY'
16.68633	16.98531	17.43926	16.73804	16.68845	16.68823	16.68845	16.68845	b'STAR'
17.49757	17.79373	18.24175	17.5522	17.49874	17.49912	17.49874	17.49877	b'STAR'
18.80389	19.12246	19.57454	18.89003	18.81004	18.81003	18.81004	18.81004	b'STAR'
18.13215	18.42536	18.87956	18.19131	18.13525	18.1347	18.13477	18.13513	b'STAR'
18.13952	18.41526	18.86408	18.21148	18.15047	18.15057	18.15047	18.15047	b'STAR'
18.45417	18.70378	19.17326	18.50367	18.45551	18.45252	18.45251	18.45252	b'STAR'
16.81434	17.10554	17.54571	16.86103	16.81984	16.81954	16.81984	16.81954	b'STAR'
16.91618	17.20575	17.64707	16.95378	16.91808	16.91763	16.91808	16.91808	b'STAR'
16.78256	17.08986	17.54757	16.8366	16.78128	16.78143	16.78143	16.78139	b'STAR'
17.30407	17.6103	18.0563	17.36682	17.31114	17.31116	17.31116	17.31116	b'STAR'
18.22406	18.50084	18.93302	18.31833	18.2366	18.23641	18.23662	18.2366	b'STAR'
20.20642	20.21564	20.83183	19.18102	19.0699	19.39243	19.06991	19.0699	b'GALAXY'
18.73554	19.05625	19.54349	18.76574	18.72516	18.72533	18.72516	18.72516	b'STAR'
21.04787	21.18332	21.71881	21.18062	21.04063	21.04084	21.04067	21.04063	b'STAR'
21.45951	21.3512	21.97514	20.30747	20.27795	20.64524	20.27795	20.28911	b'GALAXY'
21.40109	21.53507	22.10175	20.93429	20.93547	21.09702	20.93547	20.93547	b'GALAXY'
21.91646	22.01227	22.56077	21.6235	21.47498	21.56943	21.56943	21.56943	b'GALAXY'
21.40902	21.13848	21.83617	20.16363	19.7391	20.12355	20.12355	19.97704	b'GALAXY'
18.95411	19.26162	19.75218	18.95777	18.94369	18.94355	18.94369	18.94369	b'STAR'
18.31916	17.92822	18.65505	16.09278	15.85472	16.10663	16.10662	16.07089	b'GALAXY'
21.16009	21.24962	21.81716	20.57391	20.62538	20.82377	20.62538	20.62538	b'GALAXY'
20.79079	20.99094	21.50646	20.80619	20.75443	20.75212	20.75212	20.75212	b'STAR'
21.64021	21.42133	22.11139	20.24781	19.72429	20.35976	19.72429	19.99332	b'GALAXY'
21.22753	21.32948	21.89781	20.59675	20.5995	20.79524	20.5995	20.5995	b'GALAXY'
21.1882	21.58786	22.02843	21.34169	21.19042	21.19033	21.19042	21.19042	b'STAR'
20.47127	20.53967	21.13663	19.81104	19.70781	19.93285	19.7079	19.71377	b'GALAXY'
16.52586	16.27772	16.94601	14.24877	14.12894	14.49401	14.12893	14.12894	b'GALAXY'
16.07627	16.3767	16.86588	16.09693	16.06107	16.06116	16.06116	16.06116	b'STAR'
20.86542	21.18784	21.67715	20.87047	20.86251	20.86242	20.86242	20.86242	b'STAR'
16.06524	16.40381	16.88624	16.11418	16.06363	16.06365	16.06365	16.06365	b'STAR'
20.86462	21.01758	21.56185	20.58768	20.49776	20.55121	20.49776	20.50261	b'GALAXY'
21.07709	21.12307	21.70623	20.34468	20.27296	20.52005	20.27296	20.28588	b'GALAXY'
19.96655	19.91201	20.54715	18.68836	18.63724	19.05592	18.63722	18.63724	b'GALAXY'
18.79743	18.67441	19.32657	17.30133	17.21028	17.60288	17.21026	17.23448	b'GALAXY'
19.62323	19.09434	19.8306	17.61673	17.17892	17.60407	17.60407	17.60407	b'GALAXY'
19.70782	19.20008	19.94171	17.29078	16.86671	17.33798	17.33798	17.25566	b'GALAXY'
21.54579	21.60801	22.18357	20.39757	20.73316	21.08186	20.73316	20.76604	b'GALAXY'
19.10855	19.40914	19.90223	19.21156	19.12709	19.12758	19.12709	19.12709	b'STAR'
19.18282	18.75873	19.46726	17.07739	16.72328	17.12031	17.1203	16.97309	b'GALAXY'
21.10003	21.48151	21.94294	21.16766	21.11864	21.11881	21.11882	21.11881	b'STAR'
21.14567	21.22874	21.79927	20.41328	20.45367	20.73219	20.45367	20.45367	b'GALAXY'
20.1139	20.11926	20.72059	19.05622	19.07744	19.46313	19.07738	19.07744	b'GALAXY'
20.13884	20.16044	20.75057	19.47904	19.41491	19.57536	19.41491	19.43784	b'GALAXY'
21.5913	21.60397	22.19798	20.60618	20.6233	20.98333	20.6233	20.6233	b'GALAXY'
22.0203	22.51987	22.89005	22.62374	22.02881	22.02832	22.02832	22.02832	b'STAR'
17.52121	17.26799	17.91514	16.17918	16.01726	16.37745	16.01727	16.01726	b'GALAXY'
17.19989	17.54374	18.02378	17.27437	17.22278	17.2226	17.22279	17.22278	b'STAR'
18.59327	18.3047	18.99054	16.99207	16.71105	17.07728	17.07728	16.89548	b'GALAXY'
21.37602	21.42228	22.00375	20.70359	20.65272	20.88868	20.65272	20.65831	b'GALAXY'
19.95859	19.90965	20.53851	18.78839	18.6758	19.00787	18.67581	18.67592	b'GALAXY'
19.84848	19.89303	20.47447	19.05161	19.08681	19.33144	19.08694	19.08681	b'GALAXY'
21.62455	21.52604	22.16128	20.5943	20.32757	20.68822	20.32757	20.39708	b'GALAXY'
22.16117	22.28263	22.82039	21.96143	21.65328	21.85881	21.65328	21.70984	b'GALAXY'
21.77889	21.60178	22.21778	20.82022	20.87844	21.21878	20.87844	20.87844	b'GALAXY'
17.31515	17.64552	18.12542	17.36525	17.32091	17.32102	17.32091	17.32091	b'STAR'
16.36713	16.68317	17.16953	16.39293	16.34891	16.34901	16.34901	16.34901	b'STAR'
21.62064	21.61238	22.21103	21.15943	20.96027	21.07231	21.07225	21.02911	b'GALAXY'
21.36887	21.52227	22.07554	20.94697	20.974	21.08812	20.974	20.9827	b'GALAXY'
21.30188	21.38656	21.9543	20.7983	20.81795	20.91485	20.81795	20.83208	b'GALAXY'
19.54545	19.24424	19.97188	17.69593	17.2181	17.67808	17.67808	17.67785	b'GALAXY'
21.31645	21.52136	22.03471	21.32628	21.2553	21.26841	21.2553	21.2553	b'GALAXY'
18.54499	18.49558	19.10814	17.70086	17.59594	17.77861	17.59594	17.6417	b'GALAXY'
17.24769	17.55937	18.04765	17.26721	17.22377	17.22395	17.22395	17.22395	b'STAR'
19.17943	19.50515	19.98753	19.22038	19.17758	19.17745	19.17758	19.17758	b'STAR'
18.5407	18.85911	19.34627	18.57642	18.52886	18.52884	18.52884	18.52884	b'STAR'
15.73437	16.06648	16.54927	15.78862	15.73839	15.73836	15.73836	15.73836	b'STAR'
20.0128	20.3495	20.8233	20.08992	20.00178	20.00179	20.00177	20.00178	b'STAR'
17.36833	17.67552	18.16555	17.39562	17.35018	17.35017	17.35017	17.35017	b'STAR'
17.6357	17.95701	18.44093	17.66913	17.62504	17.62503	17.62504	17.62504	b'STAR'
18.61728	18.49335	19.12043	17.63552	17.47756	17.70815	17.47759	17.54919	b'GALAXY'
18.19266	18.4965	18.98782	18.20287	18.15752	18.15805	18.15752	18.15752	b'STAR'
18.72228	19.0481	19.53083	18.76356	18.71084	18.7108	18.7108	18.7108	b'STAR'
19.04763	19.37776	19.86292	19.10438	19.04341	19.04222	19.04341	19.04341	b'STAR'
14.82248	15.15111	15.63397	14.87091	14.81869	14.81873	14.81873	14.81873	b'STAR'
15.49849	15.8228	16.307	15.53736	15.48942	15.48947	15.48947	15.48944	b'STAR'
18.21017	18.54369	19.02547	18.26168	18.21095	18.21098	18.21098	18.21098	b'STAR'
21.3907	21.5083	22.0996	20.65814	20.59407	20.8571	20.59407	20.60162	b'GALAXY'
21.56593	21.60151	22.23127	20.36151	20.06479	20.53489	20.06479	20.06479	b'GALAXY'
21.41433	21.60242	22.13175	21.19581	21.07831	21.17474	21.17474	21.16079	b'GALAXY'
20.96524	21.02111	21.63483	20.24406	20.09159	20.32475	20.09159	20.09765	b'GALAXY'
21.57608	21.70285	22.27921	21.17974	21.09333	21.19794	21.09333	21.11246	b'GALAXY'
21.09191	21.42243	21.8961	21.17272	21.02644	21.02856	21.02857	21.02856	b'STAR'
21.18648	21.55545	22.01926	21.2984	21.16248	21.17558	21.16248	21.16248	b'STAR'
18.85811	18.8719	19.50935	17.62121	17.42163	17.74089	17.42162	17.48862	b'GALAXY'
18.09206	18.43462	18.91941	18.13809	18.08746	18.08746	18.08746	18.08746	b'STAR'
17.34454	17.69047	18.17364	17.3927	17.34453	17.34466	17.34453	17.34453	b'STAR'
15.64149	15.85853	16.40092	15.68606	15.636	15.63605	15.636	15.636	b'STAR'
15.0468	15.39133	15.87447	15.09786	15.04509	15.04507	15.04507	15.04507	b'STAR'
16.65757	17.00037	17.48517	16.70109	16.65271	16.65273	16.6527	16.65271	b'STAR'
16.68103	17.02352	17.50964	16.72128	16.6728	16.67284	16.67284	16.67284	b'STAR'
15.82325	16.15847	16.64544	15.84891	15.80274	15.80293	15.80274	15.80274	b'STAR'
15.10776	15.44206	15.93266	15.12827	15.08259	15.08277	15.08259	15.08259	b'STAR'
21.37889	21.57847	22.13865	20.78568	20.85666	21.03846	20.85657	20.85666	b'GALAXY'
21.11006	21.27274	21.85986	19.9625	20.16472	20.55637	20.16435	20.16472	b'GALAXY'
21.73045	21.76505	22.42478	20.15036	20.09376	20.60477	20.09376	20.09376	b'GALAXY'
20.66359	20.67267	21.35423	19.61172	19.36907	19.67735	19.67737	19.5927	b'GALAXY'
19.80341	20.17266	20.64553	19.85201	19.79729	19.79948	19.7973	19.79729	b'STAR'
17.87753	17.77707	18.39954	16.8398	16.73602	16.95033	16.73602	16.76023	b'GALAXY'
19.20226	19.54893	20.03745	19.19044	19.18506	19.18683	19.18506	19.18506	b'STAR'
18.00812	18.36372	18.8406	18.05674	18.01151	18.01314	18.01151	18.01151	b'STAR'
